region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index,risk_level
chunbook,청풍초 학현분교장,1990,제천,초,자체활용,제천시 청풍면  학현리 산18-1,35,0.6622950819672132,높음
gyeonggi,대광초 신탄분교장,1990,연천,초,자체활용,연천군 신서면 대광리 174,35,0.6622950819672132,높음
gyeongbook,임고초등학교수성분교장,2009,영천,초,미활용,영천시 임고면 수성리 901-2,16,0.6590163934426231,높음
jeonnam,별량초마산분교장,2009,순천,초,미활용,순천 별량면 마산리 249-1,16,0.6590163934426231,높음
jeonnam,석교초 용등분교장,2009,진도,초,미활용,진도 임회면 백동리 633,16,0.6590163934426231,높음
gyeongbook,수비초등학교신암분교장,2009,영양,초,미활용,영양군 수비면 신암리 166,16,0.6590163934426231,높음
gyeonggi,점동초 안평분교장,2009,여주,초,미활용,여주시 점동면 장안리 478,16,0.6590163934426231,높음
jeonnam,해제동초등학교,2009,무안,초,미활용,무안 해제면 유월리 561,16,0.6590163934426231,높음
chunnam,인지초 인정분교장,2009,서산,초,미활용,서산시 인지면 모월리 311-2,16,0.6590163934426231,높음
jeonnam,연도초역포분교장,2009,여수,초,미활용,여수 남면 연도리 881,16,0.6590163934426231,높음
jeonnam,주암초어왕분교장,2009,순천,초,미활용,순천 주암면 어왕리 1,16,0.6590163934426231,높음
gyeongnam,한림초등학교가산분교장,2009,김해,초,미활용,김해시 한림면 가산리 191-2,16,0.6590163934426231,높음
gyeongnam,덕오초등학교,2009,진주,초,미활용,진주시 집현면 덕오리 725-2,16,0.6590163934426231,높음
gyeonggi,양동초 단석분교장,2009,양평,초,미활용,양평군 양동면 쌍학리 357,16,0.6590163934426231,높음
gyeongbook,대야초,1983,김천,초,매각,김천시 부항면 대야리 388-1,42,0.6557377049180327,높음
gyeongnam,도산초등학교도남분교장,1998,통영,초,대부,통영시 도산면 저산리 613-1,27,0.6557377049180327,높음
chunbook,한수초,1983,제천,초,매각,제천시 한수면 황강리 327,42,0.6557377049180327,높음
gyeongbook,동양초등학교금봉분교장,1983,봉화,초,매각,봉화군 봉성면 금봉리 769-1,42,0.6557377049180327,높음
gyeongbook,도천초,1983,영천,초,매각,영천시 북안면 도천리 6465,42,0.6557377049180327,높음
daegu,"우록초
백록분교",1983,달성,초,매각,가창면 우록리 1039,42,0.6557377049180327,높음
gyeongnam,내동초등학교나동분교장,1998,진주,초,대부,진주시 내동면 삼계리 253-9,27,0.6557377049180327,높음
gyeongbook,금성초경애분교장,1983,의성,초,매각,의성군 금성면 탑리리 1140-3,42,0.6557377049180327,높음
jeonnam,여산초추도분교장,1983,여수,초,매각,여수시 화정면 낭도리 8-3,42,0.6557377049180327,높음
gyeongnam,평림초등학교,1998,통영,초,대부,통영시 평림동 809-1,27,0.6557377049180327,높음
gyeongbook,벌지초 송곡분교,1983,고령,초,매각,고령군 다산면 송곡리 272,42,0.6557377049180327,높음
gyeongnam,대금초등학교,1998,거제,초,대부,거제시 장목면 율천리 49-3,27,0.6557377049180327,높음
gangwon,성산초 보광분교장,1998,강릉,초,대부,강릉시 성산면 보광리 308,27,0.6557377049180327,높음
gyeonggi,장암초,1998,안성,초,대부,안성시 일죽면 장암리 204,27,0.6557377049180327,높음
gyeongbook,석병초등학교,1998,포항,초,대부,포항시 남구 구룡포읍 석병리 640-2,27,0.6557377049180327,높음
gangwon,신풍초 만산분교장,1983,화천교육지원청,초,매각,화천군 상서면 구운리 1449,42,0.6557377049180327,높음
gwangju,삼도남초등학교,1998,서부,초,대부,광산구 삼도동 823-1 일원,27,0.6557377049180327,높음
gangwon,용암초등학교,1998,원주,초,대부,원주시 귀래면 용암리 906,27,0.6557377049180327,높음
gangwon,교학초 구룡분교장,1983,원주교육지원청,초,매각,원주시 소초면 학곡리 1014,42,0.6557377049180327,높음
gyeongbook,효선초빙계분교장,1983,의성,초,매각,의성군 춘산면 빙계리 452-1,42,0.6557377049180327,높음
gangwon,판운초 중선분교장,1998,영월,초,대부,영월군   주천면  판운리 1119,27,0.6557377049180327,높음
jeonnam,넙도초장구분교장,1983,완도,초,매각,노화읍 내리 산421,42,0.6557377049180327,높음
gyeongbook,청경초등학교,1998,영천,초,대부,영천시 고경면 도암리 147,27,0.6557377049180327,높음
gangwon,화전초 어룡분교장,1983,태백교육지원청,초,매각,태백시 화전동 산47-1,42,0.6557377049180327,높음
gangwon,귀운초 양아치분교장,1983,원주교육지원청,초,매각,원주시 귀래면 귀래리 산131,42,0.6557377049180327,높음
gyeongbook,창수초등학교오촌분교장,1998,영덕,초,대부,영덕군 창수면 오촌리 244-1,27,0.6557377049180327,높음
gangwon,금병초 혈동분교장,1998,춘천,초,대부,춘천시 신동면 혈동리 170,27,0.6557377049180327,높음
jeonbook,덕동초 내령분교,1983,남원,초,매각,남원시 산내면 내령 342,42,0.6557377049180327,높음
chunbook,상촌초 황학분교장,1998,영동,초,대부,영동군 상촌면 궁촌리 301,27,0.6557377049180327,높음
gyeonggi,금곡초,1998,파주,초,대부,파주시 법원읍 금곡리 336-5,27,0.6557377049180327,높음
chunbook,세평초,1998,괴산증평,초,대부,괴산군 불정면 세평리 214,27,0.6557377049180327,높음
chunbook,운학초 차도분교장,1983,제천,초,매각,제천시 백운면 운학리 648,42,0.6557377049180327,높음
chunbook,창암초,1998,충주,초,대부,충주시 가금면 창동리 산22-2,27,0.6557377049180327,높음
gyeongnam,창호초등학교신호분교장,1998,거제,초,대부,거제시 사등면 창호리 2126-2,27,0.6557377049180327,높음
gangwon,가로초등학교,1983,인제교육지원청,초,매각,인제군 남면 가로리 517-1,42,0.6557377049180327,높음
gyeongnam,신안초등학교둔철분교장,1998,산청,초,대부,산청군 신안면 안봉리916-1,27,0.6557377049180327,높음
gangwon,오안초 삼마치분교장,1998,홍천,초,대부,홍천군 홍천읍 삼마치리 681-1,27,0.6557377049180327,높음
jeonnam,흥양초등학교,1998,고흥,초,대부,고흥 도화면 신호리 287-1 ,27,0.6557377049180327,높음
gyeongnam,산동초등학교고례분교장,1998,밀양,초,대부,밀양시 단장면 고례리 1516-1,27,0.6557377049180327,높음
gangwon,마차초 송치분교장,1983,영월교육지원청,초,매각,영월군 북면 마차리 633,42,0.6557377049180327,높음
jeonbook,둔덕초,1983,임실,초,매각,임실군 오수면 둔덕리 산 1,42,0.6557377049180327,높음
gyeongnam,부북초등학교정진분교장,1998,밀양,초,대부,밀양시 부북면 퇴로리 280-5,27,0.6557377049180327,높음
gyeongnam,숭덕초등학교상동분교장,1998,거제,초,대부,거제시 둔덕면 상둔리 859-1,27,0.6557377049180327,높음
jeonbook,선거초 청운분교,1983,임실,초,매각,임실군 운암면 청운리 199,42,0.6557377049180327,높음
gyeongnam,옥종초등학교두양분교장,1998,하동,초,대부,하동군 옥종면 두양리 460,27,0.6557377049180327,높음
gyeongnam,일운초등학교내도분교장,1998,거제,초,대부,거제시 일운면 와현리 11-2,27,0.6557377049180327,높음
gyeongnam,일운초등학교망월분교장,1998,거제,초,대부,거제시 일운면 망치리 418-1,27,0.6557377049180327,높음
gyeongnam,일운초등학교예구분교장,1998,거제,초,대부,거제시 일운면 와현리 255,27,0.6557377049180327,높음
jeju,신산초삼달분교장,1998,해당없음,초,대부,서귀포시 성산읍 삼달리 437-5,27,0.6557377049180327,높음
chunbook,칠성초 쌍곡분교장,1991,괴산증평,초,자체활용,괴산군 칠성면 쌍곡리 157,34,0.6491803278688525,높음
chunbook,상촌초 물한분교장,1991,영동,초,자체활용,영동군 상촌면 물한리 643,34,0.6491803278688525,높음
jeonbook,금평초,1991,무주,초,자체활용,무주군 무풍면 금평리 1537,34,0.6491803278688525,높음
chunnam,반포초 마암분교장,1991,공주,초,자체활용,공주시 반포면 마암리 산 4-2,34,0.6491803278688525,높음
jeonbook,관촌동초,1991,임실,초,자체활용,임실군 관촌면 방수리 654-1,34,0.6491803278688525,높음
gyeongbook,산동초등학교송백분교장,2010,구미,초,미활용,구미시 산동면 송산리 243,15,0.6459016393442624,높음
gyeonggi,진가초 모가분교장,2010,이천,초,미활용,이천시 모가면 신갈리 165-2,15,0.6459016393442624,높음
jeonnam,문평남초등학교,2010,나주,초,미활용,나주 문평면 옥당리 1119,15,0.6459016393442624,높음
jeonnam,거자초죽도분교장,1984,진도,초,매각,진도군 조도면 맹골도리 111-9,41,0.6426229508196722,높음
chunbook,세성초 공이분교장,1999,충주,초,대부,충주시 살미면 공이리 448-1,26,0.6426229508196722,높음
jeonnam,두원북초등학교,1999,고흥,초,대부,고흥 두원면 용당리 233   ,26,0.6426229508196722,높음
gyeonggi,강천초 강남분교장,1999,여주,초,대부,여주시 강천면 굴암리 9-3,26,0.6426229508196722,높음
chunbook,수회초 팔봉분교장,1999,충주,초,대부,충주시 살미면 토계리 263,26,0.6426229508196722,높음
chunbook,앙성초 영죽분교장,1999,충주,초,대부,충주시 앙성면 영죽리 264-1,26,0.6426229508196722,높음
gyeonggi,가평초 경반분교장,1984,가평,초,매각,가평군 가평읍 경반리 산1,41,0.6426229508196722,높음
gyeongbook,영도초등학교,1999,영천,초,대부,영천시 본촌동 335-2,26,0.6426229508196722,높음
gangwon,양구초 월명분교장,1999,양구,초,대부,양구군 양구읍 월명리 230,26,0.6426229508196722,높음
chunbook,오수초,1999,괴산증평,초,대부,괴산군 연풍면 유하리 196-9,26,0.6426229508196722,높음
chunbook,옥산초 호죽분교장,1999,청주,초,대부,청주시 흥덕구 옥산면 호죽리 300-3,26,0.6426229508196722,높음
gyeongbook,신사초등학교,1999,영양,초,대부,영양군 입압면 신사리 610,26,0.6426229508196722,높음
gyeongbook,외서초등학교배영분교장,1999,상주,초,대부,상주시 외서면 봉강리 139,26,0.6426229508196722,높음
gyeongbook,신동초등학교연호분교장,1999,칠곡,초,대부,칠곡군 지천면 연호리 산90-1,26,0.6426229508196722,높음
chunbook,용암초,1999,영동,초,대부,영동군 황간면 용암리 642,26,0.6426229508196722,높음
gyeonggi,(구)목동초,1999,가평,초,대부,가평군 북면 목동리919,26,0.6426229508196722,높음
incheon,"대청초
노화동분교",1984,남부,초,매각,대청면 소청리 562,41,0.6426229508196722,높음
gangwon,율전초 광문분교장,1999,홍천,초,대부,홍천군 내면 방내리 169-2,26,0.6426229508196722,높음
chunbook,원남초 문암분교장,1999,음성,초,대부,음성군 원남면 문암리 593,26,0.6426229508196722,높음
gyeongnam,명사초등학교해금강분교장,1999,거제,초,대부,거제시 남부면 갈곶리 262-5,26,0.6426229508196722,높음
chunbook,천덕초,1999,영동,초,대부,영동군 매곡면 공수리 463-2,26,0.6426229508196722,높음
chunbook,청동초,1999,옥천,초,대부,옥천군 청산면 효목리 675-1,26,0.6426229508196722,높음
gyeongnam,원당초등학교,1999,진주,초,대부,진주시 수곡면 원외리 2-1,26,0.6426229508196722,높음
jeonbook,덕동초 와운분교,1984,남원,초,매각,남원시 산내면 부운 317,41,0.6426229508196722,높음
gyeongnam,숭덕초등학교학산분교장,1999,거제,초,대부,거제시 둔덕면 학산리 486-3,26,0.6426229508196722,높음
gyeonggi,어정초 동진원분교장,1999,용인,초,대부,용인시 중동 669외 1필지,26,0.6426229508196722,높음
incheon,내리초,1999,남부,초,대부,인천광역시 옹진군 영흥면 내리 61,26,0.6426229508196722,높음
gangwon,군평초등학교,1999,홍천,초,대부,홍천군 화촌면 장평리 887-1,26,0.6426229508196722,높음
gyeongnam,안법초등학교,1999,밀양,초,대부,밀양시 단장면 안법리 506-3,26,0.6426229508196722,높음
jeonnam,대서서초등학교,1999,고흥,초,대부,고흥 대서면 남정리 550   ,26,0.6426229508196722,높음
gangwon,평창초 도돈분교장,1999,평창,초,대부,평창군 평창읍 도돈리 35,26,0.6426229508196722,높음
gangwon,호저초 대덕분교장,1984,원주교육지원청,초,매각,원주시 호저면 대덕리 647,41,0.6426229508196722,높음
jeonnam,남평동초등학교,1999,나주,초,대부,나주 남평읍 우산리 984   ,26,0.6426229508196722,높음
gangwon,간척초등학교,1999,화천,초,대부,화천군 간동면 간척리 474,26,0.6426229508196722,높음
gyeongnam,안태초등학교,1999,밀양,초,대부,밀양시 삼랑진읍 안태리 542,26,0.6426229508196722,높음
gyeongnam,양곡초등학교귀산분교장,1999,창원,초,대부,창원시 성산구 귀산동 499,26,0.6426229508196722,높음
jeonnam,남성초등학교,1999,고흥,초,대부,고흥 포두면 남성리 461   ,26,0.6426229508196722,높음
gangwon,근덕초 교곡분교장,1999,삼척,초,대부,삼척시 근덕면  교곡리 253,26,0.6426229508196722,높음
chunbook,공전초,1999,제천,초,대부,제천시 봉양읍 공전리 265,26,0.6426229508196722,높음
jeonbook,주산초 덕림분교,1999,부안,초,대부,부안군 주산면 덕림리 487-30,26,0.6426229508196722,높음
gyeongbook,주남초등학교,1999,영양,초,대부,영양군 석보면 주남리350-1,26,0.6426229508196722,높음
gyeonggi,대신초 옥촌분교장,1999,여주,초,대부,여주시 대신면 옥촌리 831-1,26,0.6426229508196722,높음
gyeongbook,자양초등학교신방분교장,1999,영천,초,대부,영천시 자양면 신방리 803,26,0.6426229508196722,높음
chunbook,내북초 이식분교장,1999,보은,초,대부,보은군 산외면 이식리 84,26,0.6426229508196722,높음
gangwon,이천초 수곡분교장,1984,삼척교육지원청,초,매각,삼척시 원덕읍 이천리 산361,41,0.6426229508196722,높음
gyeongnam,상북초등학교,1999,창원,초,대부,창원시 마산합포구 진북면 추곡리 534,26,0.6426229508196722,높음
gangwon,조산초 적은분교장,1999,속초양양,초,대부,양양군 강현면 적은리 84,26,0.6426229508196722,높음
gangwon,제비초등학교,1999,강릉,초,대부,강릉시 구정면 제비리 504,26,0.6426229508196722,높음
chunbook,단양초 노동분교장,1999,단양,초,대부,단양군 단양읍 노동리 265,26,0.6426229508196722,높음
gangwon,금대초 애신분교장,1984,원주교육지원청,초,매각,원주시 판부면 금대리 140-1,41,0.6426229508196722,높음
gyeongnam,양촌초등학교,1999,창원,초,대부,창원시 마산합포구 진전면 양촌리 390,26,0.6426229508196722,높음
gyeongbook,산동초 도중분교장,1984,구미,초,매각,구미시 산동면 도중리 480-2,41,0.6426229508196722,높음
chunbook,백곡초 성대분교장,1999,진천,초,대부,진천군 백곡면 성대리 498-2,26,0.6426229508196722,높음
gyeongnam,수월초등학교,1999,통영,초,대부,통영시 도산면 수월리 866-1,26,0.6426229508196722,높음
chunbook,백봉초 장암분교장,1999,괴산증평,초,대부,괴산군 청안면 장암리 401-1,26,0.6426229508196722,높음
gyeongbook,원전초등학교,1999,영덕,초,대부,영덕군 지품면 원전리 295-2,26,0.6426229508196722,높음
jeonnam,동거차초곽도분교장,1984,진도,초,매각,진도군 조도면 맹골도 29-1,41,0.6426229508196722,높음
chunbook,삼산초 중초분교장,1999,보은,초,대부,보은군 보은읍 중초리 408-1,26,0.6426229508196722,높음
gangwon,반곡초 팔봉분교장,1999,홍천,초,대부,홍천군 서면 팔봉리 814-1,26,0.6426229508196722,높음
gyeongnam,모동초등학교,1999,거창,초,대부,거창군 위천면 모동리 729,26,0.6426229508196722,높음
gyeongnam,사동초등학교,1999,사천,초,대부,사천시 사천읍 두량리 256,26,0.6426229508196722,높음
jeonnam,영남첨도분교장,1984,고흥,초,매각,고흥군 포두면 오취리 산219,41,0.6426229508196722,높음
jeju,어도초어음분교장,1999,해당없음,초,대부,제주시 애월읍 어음리 2922,26,0.6426229508196722,높음
gyeongnam,(구)남상초등학교,1999,거창,초,대부,거창군 남상면 대산리 128,26,0.6426229508196722,높음
gyeongnam,일운초등학교구조라분교장,1999,거제,초,대부,거제시 일운면 구조라리 58-2,26,0.6426229508196722,높음
gyeongnam,거제초등학교법동분교장,1999,거제,초,대부,거제시 거제면 법동리 266,26,0.6426229508196722,높음
gyeongbook,기산초등학교,1999,칠곡,초,대부,칠곡군 기산면 봉산리 538,26,0.6426229508196722,높음
gyeongnam,광호초등학교,1999,통영,초,대부,통영시 광도면 용호리 206,26,0.6426229508196722,높음
gyeongbook,금곡초등학교,1999,영덕,초,대부,영덕군 병곡면 금곡리 269-1,26,0.6426229508196722,높음
gyeongnam,북창선초등학교,1999,남해,초,대부,남해군 창선면 대벽리 277,26,0.6426229508196722,높음
gyeongnam,국산초등학교덕포분교장,1999,거제,초,대부,거제시 덕포동 542,26,0.6426229508196722,높음
gyeongnam,군북초등학교명관분교장,1984,함안,초,매각,경상남도 함안군 군북면 명관리 934-1,41,0.6426229508196722,높음
gyeongnam,군북초등학교사촌분교장,1999,함안,초,대부,함안군 군북면 사촌리 862,26,0.6426229508196722,높음
gyeongbook,개포초등학교경진분교장,1999,예천,초,대부,예천군 개포면 경진리 565 외,26,0.6426229508196722,높음
gyeongnam,봉황초등학교,1999,밀양,초,대부,밀양시 초동면 덕산리 292,26,0.6426229508196722,높음
gangwon,봉양초 정덕분교장,1999,정선,초,대부,정선군 정선읍 덕우리 477,26,0.6426229508196722,높음
gyeongnam,(구)갈전초등학교,1999,진주,초,대부,진주시 금산면 갈전리 1441-1,26,0.6426229508196722,높음
gangwon,둔내초 조항분교장,1999,횡성,초,대부,횡성군 둔내면 조항리 554-5,26,0.6426229508196722,높음
gyeongnam,법수초등학교우거분교장,1999,함안,초,대부,함안군 법수면 우거리 789,26,0.6426229508196722,높음
gyeongnam,대학초등학교,1999,창녕,초,대부,창녕군 대지면 본초리 276,26,0.6426229508196722,높음
gangwon,대화초 개수분교장,1999,평창,초,대부,평창군 대화면 개수리 742-1,26,0.6426229508196722,높음
ulsan,두북분교,1999,강남,초,대부,울주군 두서면 활천리 329-1,26,0.6426229508196722,높음
gangwon,부론초 손곡분교장,1999,원주,초,대부,원주시 부론면 손곡리 1382,26,0.6426229508196722,높음
gyeonggi,조종초 운악분교장,1999,가평,초,대부,가평군 조종면 운악리 214-6,26,0.6426229508196722,높음
incheon,양당초,1999,강화,초,대부,인천광역시 강화군 송해면 양오리 632-4,26,0.6426229508196722,높음
gyeongnam,초동초등학교반월분교장,1999,밀양,초,대부,밀양시 초동면 대곡리 245-3,26,0.6426229508196722,높음
gyeongnam,도원초등학교,1999,통영,초,대부,통영시 도산면 원산리 933,26,0.6426229508196722,높음
gyeongnam,동부초등학교동령분교장,1999,거제,초,대부,거제시 동부면 오송리 561,26,0.6426229508196722,높음
gyeongnam,무안초등학교중산분교장,1999,밀양,초,대부,밀양시 무안면 중산리 162-1,26,0.6426229508196722,높음
gyeongnam,무안초등학교내진분교장,1999,밀양,초,대부,밀양시 무안면 양효리 349,26,0.6426229508196722,높음
jeonnam,순천남초삼거분교장,1999,순천,초,대부,순천 삼거동 125-1      ,26,0.6426229508196722,높음
gyeonggi,원삼초 청룡분교장,1984,수원,초,매각,용인시 처인구 원삼면 죽능리 216 외 3,41,0.6426229508196722,높음
gangwon,내촌초 협성분교장,1999,홍천,초,대부,홍천군 두촌면 괘석리 420-1,26,0.6426229508196722,높음
jeonnam,삼서남초등학교,1999,장성,초,대부,장성 삼서면 석마리 661-4 ,26,0.6426229508196722,높음
jeonnam,석곡초명강분교장,1999,곡성,초,대부,곡성 석곡면 방송리 538   ,26,0.6426229508196722,높음
gyeongnam,북면초등학교화천분교장,1999,창원,초,대부,창원시 의창구 북면 외감리 168,26,0.6426229508196722,높음
jeonnam,서호북초등학교,1999,영암,초,대부,영암 서호면 성재리 1058,26,0.6426229508196722,높음
gangwon,신평초등학교,1984,고성교육지원청,초,매각,고성군 토성면 성대리 372,41,0.6426229508196722,높음
chunbook,학산초 봉산분교장,1999,영동,초,대부,영동군 학산면 황산리 563-1,26,0.6426229508196722,높음
gyeongbook,동곡초등학교김전분교장,1999,청도,초,대부,청도군 금천면 김전리 52,26,0.6426229508196722,높음
gangwon,내촌초 연지분교장,1999,홍천,초,대부,홍천군 내촌면 화상대리 130-1,26,0.6426229508196722,높음
gyeongbook,봉소초등학교성신분교장,1984,성주,초,매각,경상북도 성주군 초전면 용봉3리 1094-31번지,41,0.6426229508196722,높음
gyeongbook,대방초등학교,1999,구미,초,대부,구미시 고아읍 횡산리 47,26,0.6426229508196722,높음
gyeongbook,대산초등학교,1999,청도,초,대부,청도군 각남면 옥산리 15,26,0.6426229508196722,높음
chunbook,추평초,1999,충주,초,대부,충주시 엄정면 추평리 454,26,0.6426229508196722,높음
chunnam,학계초,1992,홍성,초,자체활용,홍성군 홍성읍 학계리 192-3,33,0.6360655737704918,높음
daegu,보성초,1992,군위,초,자체활용,군위군 소보면 사리리 97-1,33,0.6360655737704918,높음
chunnam,금류초,1992,금산,초,자체활용,금산군 금성면 하류리440,33,0.6360655737704918,높음
gyeongbook,광덕초등학교,1992,청송,초,자체활용,청송군 진보면 광덕리 271 외 3필지,33,0.6360655737704918,높음
chunbook,남이초 구암분교장,1992,청주,초,자체활용,청주시 서원구 남이면 구암리 275,33,0.6360655737704918,높음
daegu,봉의초,1992,군위,초,자체활용,군위군 소보면 봉소리 623-1,33,0.6360655737704918,높음
jeonnam,영산포동초등학교,1992,나주,초,자체활용,나주 용산동 51-1,33,0.6360655737704918,높음
jeonbook,원촌초 주촌분교,1992,남원,초,자체활용,남원시 주천면 송치리 418,33,0.6360655737704918,높음
chunnam,정곡초,1992,보령,초,자체활용,보령시 주산면 삼곡리 638,33,0.6360655737704918,높음
jeju,광령초상전분교장,1992,해당없음,초,자체활용,제주시 애월읍 고성리 94,33,0.6360655737704918,높음
jeonbook,평장초,1992,진안,초,자체활용,진안군 백운면 평장리 94,33,0.6360655737704918,높음
busan,천가초 천성분교장,2011,북부,초,미활용,강서구 천성동 813,14,0.6327868852459017,높음
gangwon,하장초 갈전분교장,2011,삼척,초,미활용,삼척시 하장읍 갈전리 365,14,0.6327868852459017,높음
jeonnam,영광서초등학교,2011,영광,초,미활용,영광 영광읍 계송리 667,14,0.6327868852459017,높음
gangwon,강림초 부곡분교장,2011,횡성,초,미활용,횡성군 강림면 부곡리 617,14,0.6327868852459017,높음
gyeongbook,구성초등학교양각분교장,2011,김천,초,미활용,김천시 구성면 양각리 402,14,0.6327868852459017,높음
chunnam,복수초 용진분교장,2011,금산,초,미활용,금산군 복수면 용진리 405-1,14,0.6327868852459017,높음
jeonnam,군곡초등학교,2011,해남,초,미활용,해남 송지면 군곡리 435,14,0.6327868852459017,높음
gangwon,옥계초 남양분교장,2011,강릉,초,미활용,강릉시 옥계면 남양리 528,14,0.6327868852459017,높음
jeonnam,별량남초등학교,2000,순천,초,대부,순천 별량면 대곡리 742-1 ,25,0.6295081967213115,높음
gyeongbook,봉소초등학교월전분교장,1985,성주,초,매각,경상북도 성주군 초전면 월곡2리 284-1번지,40,0.6295081967213115,높음
gyeongbook,풍각초등학교서부분교장,2000,청도,초,대부,청도군 풍각면 안산리 585,25,0.6295081967213115,높음
jeonnam,토지초문수분교장,2000,구례,초,대부,구례 토지면 문수리 847   ,25,0.6295081967213115,높음
jeonnam,이서초야사분교장,1985,화순,초,매각,화순군 이서면 야사리 197,40,0.6295081967213115,높음
gyeonggi,서탄초 금각분교장,2000,평택,초,대부,평택시 서탄면 금각리 286-4,25,0.6295081967213115,높음
gyeonggi,창문초,2000,화성오산,초,대부,화성시 남양읍 수화리 236,25,0.6295081967213115,높음
chunbook,청성초 묘금분교장,2000,옥천,초,대부,옥천군 청성면 묘금리 19-1,25,0.6295081967213115,높음
gangwon,월정초 개잔분교장,1985,평창교육지원청,초,매각,평창군 진부면 병내리 산1-2,40,0.6295081967213115,높음
gangwon,마차초 율치분교장,1985,영월교육지원청,초,매각,영월군 북면 마차리 215,40,0.6295081967213115,높음
gyeongbook,옥산초등학교하강분교장,2000,경주,초,대부,경주시 안강읍 하곡리 632,25,0.6295081967213115,높음
jeonnam,금도초등학교,1985,광양,초,매각,광양시 골약면 금호리 149,40,0.6295081967213115,높음
gangwon,금대초 일론분교장,1985,원주교육지원청,초,매각,원주시 판부면 금대리 1312-1,40,0.6295081967213115,높음
gangwon,방동초 조경분교장,1985,인제교육지원청,초,매각,인제군 기린면 방동리 2.1,40,0.6295081967213115,높음
jeju,연평초등학교,2000,해당없음,초,대부,제주시 우도면 연평리 1457,25,0.6295081967213115,높음
incheon,"북포초
화동분교",1985,남부,초,매각,백령면 남포리 457,40,0.6295081967213115,높음
gyeongbook,울릉초등학교장흥분교장,2000,울릉,초,대부,울릉군 울릉읍 사동리 238,25,0.6295081967213115,높음
jeonnam,몽탄초이산분교장,1985,무안,초,매각,무안군  몽탄면 이산리 129,40,0.6295081967213115,높음
gangwon,만천초 명성분교장,2000,춘천,초,대부,춘천시 동면 상걸리 336,25,0.6295081967213115,높음
chunbook,미원초 종암분교장,2000,청주,초,대부,청주시 상당구 미원면 종암리 387,25,0.6295081967213115,높음
gangwon,후용초등학교,2000,원주,초,대부,원주시 문막읍 후용리 389,25,0.6295081967213115,높음
chunbook,도안초 연촌분교장,1985,괴산증평,초,매각, 증평군 도안면 연촌리 53,40,0.6295081967213115,높음
gyeonggi,미원초 엄소분교장,2000,가평,초,대부,가평군 설악면 엄소리 234-30,25,0.6295081967213115,높음
gyeonggi,옥계초,2000,연천,초,대부,연천군 군남면 옥계리 475-4,25,0.6295081967213115,높음
gyeongbook,입암초등학교방전분교장,2000,영양,초,대부,영양군 입암면 방전리 489-3,25,0.6295081967213115,높음
gyeongbook,조령초 동화원분교,1985,문경,초,매각,문경시 문경읍 상초리 472,40,0.6295081967213115,높음
gangwon,흥업초 사제분교장,2000,원주,초,대부,원주시 흥업면 사제리 534,25,0.6295081967213115,높음
gyeongbook,개포초등학교,2000,예천,초,대부,예천군 개포면 신음리 160-1,25,0.6295081967213115,높음
chunnam,은석초 천북분교장,2000,천안,초,대부,천안시 동남구 북면 납안리 86,25,0.6295081967213115,높음
jeonbook,안천초 승금분교,1985,진안,초,매각,진안군 안천면 삼락리 1515-1,40,0.6295081967213115,높음
gangwon,연곡초 퇴곡분교장,2000,강릉,초,대부,강릉시 연곡면 퇴곡리 225,25,0.6295081967213115,높음
ulsan,대송분교,1993,강남,초,자체활용,울주군 서생면 대송리 195,32,0.6229508196721311,높음
gyeongnam,인산초등학교,1993,밀양,초,자체활용,밀양시 청도면 인산리 656,32,0.6229508196721311,높음
gyeongbook,다인초등학교달제분교장,1993,의성,초,자체활용,의성군 다인면 달제리 1513,32,0.6229508196721311,높음
gyeongnam,신천초등학교내대분교장,1993,산청,초,자체활용,산청군 시천면 내대리569,32,0.6229508196721311,높음
gyeongbook,상옥초등학교하옥분교장,1993,포항,초,자체활용,포항시 북구 죽장면 하옥리 444,32,0.6229508196721311,높음
jeonbook,곰소초 석포분교,1993,부안,초,자체활용,부안군 진서면 석포리 546,32,0.6229508196721311,높음
gyeongnam,운암초등학교,1993,의령,초,자체활용,의령군 가례면 운암리 117,32,0.6229508196721311,높음
jeonbook,성동초,1993,순창,초,자체활용,순창군 동계면 이동리 11,32,0.6229508196721311,높음
jeonnam,약수초성암분교장,1993,장성,초,자체활용,장성 북하면 성함리 632,32,0.6229508196721311,높음
gwangju,본량초등학교 선동분교장,1993,서부,초,자체활용,광산구 선동 494 일원,32,0.6229508196721311,높음
gangwon,계촌초 대미분교장,2012,평창,초,미활용,평창군 방림면 계촌리 520,13,0.6196721311475409,높음
gyeongnam,하일초등학교장춘분교장,2012,고성,초,미활용,고성군 하일면 춘암리 401-2,13,0.6196721311475409,높음
gyeongnam,한산초등학교비진분교장,2012,통영,초,미활용,통영시 한산면 비진리 75-3,13,0.6196721311475409,높음
gyeongnam,사량초등학교돈지분교장,2012,통영,초,미활용,통영시 사량면 돈지리 675,13,0.6196721311475409,높음
gyeongbook,남양초등학교태하분교장,2012,울릉,초,미활용,울릉군 서면 태하리 521-2,13,0.6196721311475409,높음
gyeongbook,영천남부초등학교,2012,영천,초,미활용,영천시 작산동 56,13,0.6196721311475409,높음
gyeongbook,지사초등학교,2012,성주,초,미활용,성주군 수륜면 오천리 280,13,0.6196721311475409,높음
