region,school_name,closure_year,local_office,school_level,utilization_status,address,years_since_closure,closure_risk_index
gyeongbook,산북정보고등학교,2005,문경,고,자체활용,문경시  산북면 대상리 97-3,20,0.26885245901639354
gyeongbook,산북초 내화분교,1992,문경,초,매각,문경시 산북면 내화리 796-1,33,0.5377049180327867
gyeongbook,산북초 이곡분교,1994,문경,초,매각,문경시 산북면 이곡리 8-2,31,0.5114754098360655
gyeongbook,산양초 금동분교,2009,문경,초,매각,문경시 산양면 과곡리 594,16,0.3147540983606558
gyeongbook,산양초 의산분교,1999,문경,초,매각,문경시 산양면 위만리 108-3,26,0.4459016393442625
gyeongbook,산운초,1995,의성,초,매각,의성군 금성면 산운리 236,30,0.4983606557377048
gyeongbook,산제초등학교,1994,의성,초,대부,의성군 비안면 화신리 145-1,31,0.7081967213114756
gyeongbook,삼근초광회분교장 ,2017,울진,초,매각,울진군 금강송면 광회리 310,8,0.20983606557377044
gyeongbook,삼근초동수곡분교장 ,1992,울진,초,매각,울진군 서면 왕피리 1051,33,0.5377049180327867
gyeongbook,삼근초소광분교장 ,1995,울진,초,매각,울진군 서면 소광리 657,30,0.4983606557377048
gyeongbook,삼근초쌍전분교장 ,1993,울진,초,매각,울진군 서면 쌍전리 300,32,0.524590163934426
gyeongbook,삼근초왕피분교장,2019,울진,초,매각,울진군 금강송면 왕피리 594,6,0.18360655737704912
gyeongbook,삼근초원곡분교장 ,1995,울진,초,매각,봉화군 소천면 분천리 181-4,30,0.4983606557377048
gyeongbook,삼분초,1999,의성,초,매각,의성군 다인면 삼분리 1370-2,26,0.4459016393442625
gyeongbook,삼천초,1999,예천,초,매각,예천군 감천면 천향리 352,26,0.4459016393442625
gyeongbook,상리초 고항분교,1996,예천,초,매각,예천군 상리면 고항리 577,29,0.4852459016393441
gyeongbook,상리초 명봉분교,1994,예천,초,매각,예천군 상리면 명봉리 377-1,31,0.5114754098360655
gyeongbook,상산초등학교북부분교장,2006,상주,초,매각,상주시 중덕동 647,19,0.35409836065573774
gyeongbook,상오초등학교,1987,상주,초,자체활용,상주시 화북면 상오리 562,38,0.7016393442622951
gyeongbook,상옥초등학교하옥분교장,1993,포항,초,자체활용,포항시 북구 죽장면 하옥리 444,32,0.6229508196721311
gyeongbook,상운중학교,2017,봉화,중,대부,봉화군 상운면 운계리 664-1 외 5필지,8,0.30819672131147546
gyeongbook,상운초등학교신라분교장,2002,봉화,초,매각,봉화군 봉성면 신라리 807-2,23,0.4065573770491805
gyeongbook,상주초등학교남장분교장,1994,상주,초,대부,상주시 남장동 229-1,31,0.7081967213114756
